product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,category_1,category_2,rating_score,difference_price,user_id,user_name
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,0.91,4.2,13937.0,Electronics,Wearable Technology ,Above Average,18200.0,AFTCOTLY72MCSV5WHMHSZ67ZZG6A,Sagar Rastogi
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics|WearableTechnology|SmartWatches,1998.0,9999.0,0.8,4.3,27696.0,Electronics,Wearable Technology ,Above Average,8001.0,AEF55HUCR2L3DMBXVV4SGD55JKIQ,Gangadhar Rao Nepa
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,0.75,3.8,17831.0,Electronics,Wearable Technology ,Average,5991.0,AG3D6O4STAQKAY2UVGEUV46KN35Q,Jaydeep
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2049.0,2199.0,0.07,4.3,178912.0,Electronics,Mobiles  &  Accessories,Above Average,150.0,AHMY5CWJMMK5BJRBBSNLYT3ONILA,Rishi Kapoor
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,0.28,4.0,7807.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AHCTC6ULH4XB6YHDY6PCH2R772LQ,Manav
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,28999.0,0.0,4.3,17415.0,Electronics,Mobiles  &  Accessories,Above Average,0.0,AGYHHIERNXKA6P5T7CZLXKVPT7IQ,Adarsh gupta
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,28999.0,0.0,4.3,17415.0,Electronics,Mobiles  &  Accessories,Above Average,0.0,AG4OGOFWXJZTQ2HKYIOCOY3KXF2Q,Sundeep
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,0.28,4.0,7807.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AENGU523SXMOS7JPDTW52PNNVWGQ,S.Sayeed Ahmed
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,0.28,4.0,7807.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AEQJHCVTNINBS4FKTBGQRQTGTE5Q,jaspreet singh
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics|Accessories|MemoryCards|MicroSD,569.0,1000.0,0.43,4.4,67259.0,Electronics,Accessories,Above Average,431.0,AFC3FFC5PKFF5PMA52S3VCHOZ5FQ,Khaja moin
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics|WearableTechnology|SmartWatches,1898.0,4999.0,0.62,4.1,10689.0,Electronics,Wearable Technology ,Above Average,3101.0,AEM356PVXFHAXWV56KDO75FS5WPA,Anand
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1299.0,1599.0,0.19,4.0,128311.0,Electronics,Mobiles  &  Accessories,Above Average,300.0,AHVTFTBEBRRJCG72ZG7ABDNQSAOA,S.ARUMUGAM
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics|WearableTechnology|SmartWatches,1499.0,6990.0,0.79,3.9,21796.0,Electronics,Wearable Technology ,Average,5491.0,AHFTFGF2YB5ZEUB3NC3KOBGZBG5Q,Paul Joe
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,999.0,0.4,4.1,192590.0,Electronics,"Headphones,  Earbuds  &  Accessories",Above Average,400.0,AEI36WUCG27UYFAGDF7HX74VEGIA,Simon Rex P. J.
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.0,11999.0,0.21,4.2,284.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AGW3NGXVSGUB34Q5V6ACANURQMGQ,Santhosh
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,2499.0,0.76,3.9,58162.0,Electronics,"Headphones,  Earbuds  &  Accessories",Average,1900.0,AEIMBDWSM42YEDEE6476WUXFZJHQ,Rajat Singh 2
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,0.25,4.0,12796.0,Electronics,Mobiles  &  Accessories,Above Average,3000.0,AHM5MCT3ZO5Q2MBYZUDB6UI5AXLA,Placeholder
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349.0,1299.0,0.73,4.0,14282.0,Electronics,Mobiles  &  Accessories,Above Average,950.0,AFTPXYKUNENYJVDOC55L2CJXPXFQ,Jay
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",349.0,999.0,0.65,4.1,363713.0,Electronics,"Headphones,  Earbuds  &  Accessories",Above Average,650.0,AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,VARUN PANDEY
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics|Accessories|MemoryCards|MicroSD,959.0,1800.0,0.47,4.4,67259.0,Electronics,Accessories,Above Average,841.0,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,Jai Jyothir
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.0,11999.0,0.21,4.2,284.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,$@|\|TO$|-|
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1499.0,2499.0,0.4,4.3,15970.0,Electronics,Mobiles  &  Accessories,Above Average,1000.0,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,Sethu madhav
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1149.0,2199.0,0.48,4.3,178912.0,Electronics,Mobiles  &  Accessories,Above Average,1050.0,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,Akash Thakur
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,349.0,999.0,0.65,3.9,46399.0,Electronics,Mobiles  &  Accessories,Average,650.0,AEAMIR3CMSA32IDEINSJKHRNANTA,Burger Planet
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1219.0,1699.0,0.28,4.4,8891.0,Electronics,Mobiles  &  Accessories,Above Average,480.0,AF355FTXYAKFH5NYPRTE7SL3WO3Q,Justice ⚖️
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics|WearableTechnology|SmartWatches,1599.0,3999.0,0.6,4.0,30254.0,Electronics,Wearable Technology ,Above Average,2400.0,AG5DWPD54QGSLWJ6QUFERLPNAX4Q,indrajyoti d.
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics|WearableTechnology|SmartWatches,1499.0,7999.0,0.81,4.2,22636.0,Electronics,Wearable Technology ,Above Average,6500.0,AE47XF2766XJOEOI42DVP2HMB4YQ,Aditya Kumar
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,18499.0,25999.0,0.29,4.1,22318.0,Electronics,Mobiles  &  Accessories,Above Average,7500.0,AH6JPV326WGUKC2J4EGVP3IN6ZLA,E.C.GEORGE
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics|Accessories|MemoryCards|MicroSD,369.0,700.0,0.47,4.4,67259.0,Electronics,Accessories,Above Average,331.0,AF4X3QT4KW3DV2HUMQVSOJDISOOQ,Amazon Customer
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,17999.0,0.28,4.1,18998.0,Electronics,Mobiles  &  Accessories,Above Average,5000.0,AG46FAHE6KV3OQCLJYKRDZWNNYGQ,DHONDU
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,0.91,4.2,13937.0,Electronics,Wearable Technology ,Above Average,18200.0,AFG6OH7UYU5ZITX4NE2KQR3DX5SA,Saurabh
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics|WearableTechnology|SmartWatches,2199.0,9999.0,0.78,4.2,29471.0,Electronics,Wearable Technology ,Above Average,7800.0,AFCZMUBZNRVRW2EJJKK5PN2YQZVQ,Promod George
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,24999.0,0.32,4.1,22318.0,Electronics,Mobiles  &  Accessories,Above Average,8000.0,AHDMHAUOY75NWLNOF3X4UPNKXFSQ,Ramesh Haran
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499.0,20999.0,0.21,4.0,21350.0,Electronics,Mobiles  &  Accessories,Above Average,4500.0,AHWCWBYXHX4QO7ZOFUYIUFTTAJIQ,mram
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,0.91,4.2,13937.0,Electronics,Wearable Technology ,Above Average,18200.0,AGA2PZGWMQIRA46VYOTICFE7KCBA,Placeholder
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,0.64,4.2,24270.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,700.0,AHI2QJ4CLTCQWACDIC2LDFJPDAPA,SHASHANK
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499.0,10999.0,0.23,4.1,313836.0,Electronics,Mobiles  &  Accessories,Above Average,2500.0,AEXAFY7V2ZRZI2GD2J6KDOWBZUBQ,nilesh
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8499.0,0.24,4.1,313836.0,Electronics,Mobiles  &  Accessories,Above Average,2000.0,AHAEBXTXQDY355AGFMFX3Z2VAAUQ,EAGLE
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,0.91,4.2,13937.0,Electronics,Wearable Technology ,Above Average,18200.0,AETRIARSUFSMNG5LFJZMW6CBJMMQ,Manoj KNS
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,0.25,4.0,12796.0,Electronics,Mobiles  &  Accessories,Above Average,3000.0,AEHQQTEDMSXRGSBDDEIH3JF4AOMQ,Titus P.
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,139.0,495.0,0.72,4.3,14185.0,Electronics,Mobiles  &  Accessories,Above Average,356.0,AGMG74N6WQGI376W7GEJJ4XD3ARQ,Paras singla
B0B3N7LR6K,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,3999.0,16999.0,0.76,4.3,17159.0,Electronics,Wearable Technology ,Above Average,13000.0,AG7QMBEFFY2LJJKKEVWMJU2BMNRQ,arun
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics|WearableTechnology|SmartWatches,2998.0,5999.0,0.5,4.1,5179.0,Electronics,Wearable Technology ,Above Average,3001.0,AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,Ankur Awasthi
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,349.0,0.43,4.0,43993.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,150.0,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,BALASUNDHARAM B
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.0,18999.0,0.18,4.1,19252.0,Electronics,Mobiles  &  Accessories,Above Average,3500.0,AE3O6366WGEQAANKJ76QETTUQQTQ,Rishav Gossain
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,0.8,3.9,7928.0,Computers & Accessories,Accessories  &  Peripherals,Average,800.0,AEQIJCPWSBCDKUO5VROXXHWX3PPA,Shashank Mallamraju
B0BF54LXW6,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,0.91,4.2,13937.0,Electronics,Wearable Technology ,Above Average,18200.0,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,Purnendu
B09XB7SRQ5,"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,0.25,4.0,12796.0,Electronics,Mobiles  &  Accessories,Above Average,3000.0,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,gunasekaran desomayananam
B09FFK1PQG,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,873.0,1699.0,0.49,4.4,1680.0,Electronics,Mobiles  &  Accessories,Above Average,826.0,AH77IQRYD54XCRMCO7XEAIAYCLPA,Anto RK
B09RMQYHLH,"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,15999.0,0.19,4.2,13246.0,Electronics,Mobiles  &  Accessories,Above Average,3000.0,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,Sukrit Basak
B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,539.0,1599.0,0.66,3.8,14648.0,Electronics,Mobiles  &  Accessories,Average,1060.0,AH5G2FWQ6AJBXK2IDCA22BNQTT2A,Manoj Kumar
B0B3RSDSZ3,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics|WearableTechnology|SmartWatches,1999.0,9999.0,0.8,4.3,27696.0,Electronics,Wearable Technology ,Above Average,8000.0,AEEV73PQDYYMSQSW46LQMZ526YVQ,Sethuram.S
B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15490.0,20990.0,0.26,4.2,32916.0,Electronics,Mobiles  &  Accessories,Above Average,5500.0,AHWB25RGISH5XJ2YQCR4J6FDBPOQ,MONTY
B09T39K9YL,"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,19999.0,24999.0,0.2,3.9,25824.0,Electronics,Mobiles  &  Accessories,Average,5000.0,AE2PYPC3OF2HEF4NCE63FBFFFOMQ,Qais Makani
B08VF8V79P,"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1075.0,1699.0,0.37,4.4,7462.0,Electronics,Mobiles  &  Accessories,Above Average,624.0,AHYUM6XUA4K6V4QEAPT5MLQQIDPA,Rajat Shuvra Roy
B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",399.0,699.0,0.43,4.0,37817.0,Electronics,"Headphones,  Earbuds  &  Accessories",Above Average,300.0,AG6U2ZW7UGA562DK4W6NVANEMKDA,Amith PJ
B09PNKXSKF,"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",Electronics|WearableTechnology|SmartWatches,1999.0,3990.0,0.5,4.0,30254.0,Electronics,Wearable Technology ,Above Average,1991.0,AFALQ6JKOEKVRVI3BZ2G5PJ63HQQ,Dheeraj Agarwal
B0B5DDJNH4,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,0.75,3.8,17831.0,Electronics,Wearable Technology ,Average,5991.0,AGAXJLX3K3I7WQKQA4Q4NT2IJ2WQ,bragdishwaran.u
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329.0,699.0,0.53,4.2,94364.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,370.0,AF7IXQKBUL6NEIQG4R53LMJJUGXQ,Amazon Customer
B08CF3B7N1,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,399.0,0.61,4.2,16905.0,Computers & Accessories,Accessories  &  Peripherals,Above Average,245.0,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,VSR
B07WDKLDRX,"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,34999.0,0.17,4.4,20311.0,Electronics,Mobiles  &  Accessories,Above Average,6000.0,AGNONTMQDE5KLLDEEB57Z3C5WAEA,Neeraj Vishwakarma
B09MQSCJQ1,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",Electronics|WearableTechnology|SmartWatches,2299.0,7990.0,0.71,4.2,69622.0,Electronics,Wearable Technology ,Above Average,5691.0,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,Siddharth
B094YFFSMY,"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,399.0,1999.0,0.8,4.0,3382.0,Electronics,Mobiles  &  Accessories,Above Average,1600.0,AEW6KBDGJEWIOQKAW3FP74GMV6TA,SD1908
B09MT84WV5,"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics|Accessories|MemoryCards|MicroSD,1149.0,3999.0,0.71,4.3,140036.0,Electronics,Accessories,Above Average,2850.0,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,Mukundha2good
B08VS3YLRK,"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,529.0,1499.0,0.65,4.1,8599.0,Electronics,Mobiles  &  Accessories,Above Average,970.0,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,manjunath h
B0B4F3QNDM,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19499.0,0.28,4.1,18998.0,Electronics,Mobiles  &  Accessories,Above Average,5500.0,AF2544C4RGIBQX7Y4JMKMSMXMRRQ,Vidhi Nigam
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",379.0,999.0,0.62,4.1,363713.0,Electronics,"Headphones,  Earbuds  &  Accessories",Above Average,620.0,AHDFR3PDKEBV72HXRL3RJJLS3YYA,Amazon Customer
B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19999.0,0.3,4.1,19252.0,Electronics,Mobiles  &  Accessories,Above Average,6000.0,AHYUZ2BLKNN6UJLFYWCXCEFZTOVQ,Tarun Gupta
